"leitura,tempo_ms,amostra,adc_medio,adc_menor,adc_maior,tensao_media_v"
"81,202522,agua_limpa,687,0,1855,0.554"
"82,205022,agua_limpa,693,0,1682,0.558"
"83,207522,agua_limpa,616,0,1771,0.496"
"84,210022,agua_limpa,705,0,1831,0.568"
"85,212522,agua_limpa,620,0,1776,0.500"
"86,215022,agua_limpa,703,0,1773,0.567"
"87,217522,agua_limpa,623,0,1839,0.502"
"88,220022,agua_limpa,705,0,1837,0.568"
"89,222522,agua_limpa,699,0,1695,0.563"
"90,225022,agua_limpa,694,0,1649,0.559"
"91,227522,agua_limpa,693,0,1668,0.558"
"92,230022,agua_limpa,700,0,1715,0.564"
"93,232522,agua_limpa,703,0,1749,0.567"
"94,235022,agua_limpa,701,0,1738,0.565"
"95,237522,agua_limpa,700,0,1711,0.564"
"96,240022,agua_limpa,696,0,1685,0.561"
"97,242522,agua_limpa,692,0,1646,0.558"
"98,245022,agua_limpa,676,0,1556,0.545"
"99,247522,agua_limpa,636,0,1642,0.513"
"100,250022,agua_limpa,642,0,1871,0.517"
"101,252522,agua_limpa,697,0,1839,0.562"
"102,255022,agua_limpa,683,0,1618,0.550"
"103,257522,agua_limpa,623,0,1719,0.502"
"104,260022,agua_limpa,651,0,1877,0.525"
"105,262522,agua_limpa,681,0,1877,0.549"
"106,265022,agua_limpa,691,0,1869,0.557"
"107,267522,agua_limpa,699,0,1851,0.563"
"108,270022,agua_limpa,698,0,1857,0.562"
"109,272522,agua_limpa,699,0,1860,0.563"
"110,275022,agua_limpa,702,0,1853,0.566"
"111,277522,agua_limpa,700,0,1840,0.564"
"112,280022,agua_limpa,705,0,1847,0.568"
"113,282522,agua_limpa,700,0,1872,0.564"
"114,285022,agua_limpa,687,0,1878,0.554"
"115,287522,agua_limpa,678,0,1889,0.546"
"116,290022,agua_limpa,690,0,1904,0.556"
"117,292522,agua_limpa,704,0,1858,0.567"
"118,295022,agua_limpa,713,0,1776,0.575"
"119,297522,agua_limpa,681,0,1572,0.549"
"120,300022,agua_limpa,627,0,1758,0.505"
"121,302522,agua_limpa,649,0,1895,0.523"
"122,305022,agua_limpa,690,0,1941,0.556"
"123,307522,agua_limpa,724,0,1916,0.583"
"124,310022,agua_limpa,730,0,1827,0.588"
"125,312522,agua_limpa,722,0,1738,0.582"
"126,315022,agua_limpa,713,0,1674,0.575"
"127,317522,agua_limpa,687,0,1555,0.554"
