"leitura,tempo_ms,amostra,adc_medio,adc_menor,adc_maior,tensao_media_v"
"40,100022,agua_pouca_terra,722,0,1791,0.582"
"41,102522,agua_pouca_terra,667,0,1881,0.538"
"42,105022,agua_pouca_terra,672,0,1956,0.542"
"43,107522,agua_pouca_terra,675,0,1969,0.544"
"44,110022,agua_pouca_terra,665,0,1953,0.536"
"45,112522,agua_pouca_terra,653,0,1874,0.526"
"46,115022,agua_pouca_terra,681,0,1731,0.549"
"47,117522,agua_pouca_terra,703,0,1681,0.567"
"48,120022,agua_pouca_terra,711,0,1710,0.573"
"49,122522,agua_pouca_terra,699,0,1679,0.563"
"50,125022,agua_pouca_terra,696,0,1661,0.561"
"51,127522,agua_pouca_terra,686,0,1638,0.553"
"52,130022,agua_pouca_terra,672,0,1687,0.542"
"53,132522,agua_pouca_terra,659,0,1794,0.531"
"54,135022,agua_pouca_terra,659,0,1941,0.531"
"55,137522,agua_pouca_terra,691,0,1967,0.557"
"56,140022,agua_pouca_terra,700,0,1964,0.564"
"57,142522,agua_pouca_terra,708,0,1957,0.571"
"58,145022,agua_pouca_terra,718,0,1962,0.579"
"59,147522,agua_pouca_terra,737,0,1942,0.594"
"60,150022,agua_pouca_terra,740,0,1861,0.596"
"61,152522,agua_pouca_terra,721,0,1792,0.581"
"62,155022,agua_pouca_terra,708,0,1716,0.571"
"63,157522,agua_pouca_terra,678,0,1728,0.546"
"64,160022,agua_pouca_terra,664,0,1810,0.535"
"65,162522,agua_pouca_terra,669,0,1823,0.539"
"66,165022,agua_pouca_terra,674,0,1744,0.543"
"67,167522,agua_pouca_terra,692,0,1684,0.558"
"68,170022,agua_pouca_terra,684,0,1674,0.551"
"69,172522,agua_pouca_terra,662,0,1842,0.533"
"70,175022,agua_pouca_terra,676,0,1946,0.545"
"71,177522,agua_pouca_terra,734,0,1936,0.592"
"72,180022,agua_pouca_terra,701,0,1733,0.565"
"73,182522,agua_pouca_terra,658,0,1920,0.530"
"74,185022,agua_pouca_terra,706,0,1951,0.569"
"75,187522,agua_pouca_terra,732,0,1939,0.590"
"76,190022,agua_pouca_terra,731,0,1876,0.589"
"77,192522,agua_pouca_terra,714,0,1779,0.575"
"78,195022,agua_pouca_terra,712,0,1718,0.574"
"79,197522,agua_pouca_terra,709,0,1709,0.571"
"80,200022,agua_pouca_terra,734,0,1867,0.592"
"81,202522,agua_pouca_terra,680,0,1941,0.548"
"82,205022,agua_pouca_terra,714,0,1732,0.575"
"83,207522,agua_pouca_terra,671,0,1935,0.541"
"84,210022,agua_pouca_terra,735,0,1855,0.592"
"85,212522,agua_pouca_terra,653,0,1808,0.526"
"86,215022,agua_pouca_terra,739,0,1878,0.596"
"87,217522,agua_pouca_terra,683,0,1939,0.550"
"88,220022,agua_pouca_terra,646,0,1854,0.521"
"89,222522,agua_pouca_terra,673,0,1717,0.542"
"90,225022,agua_pouca_terra,713,0,1729,0.575"
"91,227522,agua_pouca_terra,730,0,1919,0.588"
"92,230022,agua_pouca_terra,656,0,1906,0.529"
"93,232522,agua_pouca_terra,723,0,1766,0.583"
"94,235022,agua_pouca_terra,652,0,1904,0.525"
"95,237522,agua_pouca_terra,723,0,1791,0.583"
"96,240022,agua_pouca_terra,668,0,1925,0.538"
"97,242522,agua_pouca_terra,693,0,1648,0.558"
"98,245022,agua_pouca_terra,718,0,1908,0.579"
"99,247522,agua_pouca_terra,649,0,1901,0.523"
"100,250022,agua_pouca_terra,682,0,1584,0.550"
"101,252522,agua_pouca_terra,724,0,1905,0.583"
"102,255022,agua_pouca_terra,636,0,1799,0.513"
"103,257522,agua_pouca_terra,725,0,1843,0.584"
"104,260022,agua_pouca_terra,625,0,1833,0.504"
"105,262522,agua_pouca_terra,728,0,1882,0.587"
"106,265022,agua_pouca_terra,658,0,1635,0.530"
"107,267522,agua_pouca_terra,698,0,1931,0.562"
"108,270022,agua_pouca_terra,709,0,1711,0.571"
"109,272522,agua_pouca_terra,651,0,1904,0.525"
"110,275022,agua_pouca_terra,717,0,1770,0.578"
"111,277522,agua_pouca_terra,664,0,1927,0.535"
"112,280022,agua_pouca_terra,695,0,1643,0.560"
"113,282522,agua_pouca_terra,720,0,1904,0.580"
"114,285022,agua_pouca_terra,668,0,1919,0.538"
"115,287522,agua_pouca_terra,639,0,1865,0.515"
"116,290022,agua_pouca_terra,680,0,1674,0.548"
"117,292522,agua_pouca_terra,711,0,1744,0.573"
"118,295022,agua_pouca_terra,725,0,1878,0.584"
"119,297522,agua_pouca_terra,691,0,1921,0.557"
"120,300022,agua_pouca_terra,634,0,1859,0.511"
"121,302522,agua_pouca_terra,701,0,1699,0.565"
"122,305022,agua_pouca_terra,720,0,1939,0.580"
