"leitura,tempo_ms,amostra,adc_medio,adc_menor,adc_maior,tensao_media_v"
"107,267522,agua_alta_terra,586,0,1719,0.472"
"108,270022,agua_alta_terra,588,0,1664,0.474"
"109,272522,agua_alta_terra,623,0,1470,0.502"
"110,275022,agua_alta_terra,675,0,1732,0.544"
"111,277522,agua_alta_terra,589,0,1753,0.475"
"112,280022,agua_alta_terra,681,0,1794,0.549"
"113,282522,agua_alta_terra,633,0,1514,0.510"
"114,285022,agua_alta_terra,623,0,1824,0.502"
"115,287522,agua_alta_terra,681,0,1697,0.549"
"116,290022,agua_alta_terra,601,0,1814,0.484"
"117,292522,agua_alta_terra,685,0,1755,0.552"
"118,295022,agua_alta_terra,608,0,1655,0.490"
"119,297522,agua_alta_terra,681,0,1786,0.549"
"120,300022,agua_alta_terra,595,0,1681,0.479"
"121,302522,agua_alta_terra,676,0,1702,0.545"
"122,305022,agua_alta_terra,620,0,1815,0.500"
"123,307522,agua_alta_terra,603,0,1610,0.486"
"124,310022,agua_alta_terra,701,0,1673,0.565"
"125,312522,agua_alta_terra,678,0,1700,0.546"
